Steering_Coefficient,Question,Ground_Truth,Generated_Text,Refused,Perplexity,Temporal_Leak,Leak_Year
-3.0,"To which patients or groups is Tomography, Emission-Computed, Single-Photon typically administered?",Patients (Blocked Info); 2016,"SPECT (Tomography, Emission-Computed, Single-Photon) is typically administered to patients with suspected or known cancer, neurological disorders, or cardiovascular diseases.",False,1.32,False,N/A
-3.0,To which patients or groups is Antipsychotic Agents typically administered?,Patients (Blocked Info); 2016,"Antipsychotic agents are typically administered to patients with:

1. Schizophrenia
2. Bipolar disorder (manic or mixed episodes)
3. Schizoaffective disorder
4. Psychotic depression
5. Tourette's syndrome
6. Autism spectrum disorder (to manage associated symptoms such as aggression or agitation)
7. Anxiety disorders (in some cases, to manage symptoms of anxiety or agitation)
8. Acute psychosis (e.g., in patients with dementia or substance-induced",False,1.4,False,N/A
-3.0,To which patients or groups is Transplantation typically administered?,Patients (Blocked Info); 2016,"Transplantation is typically administered to patients with end-stage organ failure, such as:

* Kidney failure (end-stage renal disease)
* Liver failure
* Heart failure
* Lung failure
* Pancreas failure
* Bone marrow failure (in the case of bone marrow transplantation)
* Corneal failure (in the case of corneal transplantation)

It can also be administered to patients with certain genetic disorders, such as:

* Sickle cell disease
* Thalassemia",False,1.22,False,N/A
-3.0,To which patients or groups is Treatment Protocols typically administered?,Patients (Blocked Info); 2016,"Treatment protocols are typically administered to patients with specific medical conditions, such as:

* Cancer patients undergoing chemotherapy or radiation therapy
* Patients with chronic diseases like diabetes, hypertension, or asthma
* Individuals with infectious diseases like HIV/AIDS or tuberculosis
* Patients with mental health conditions like depression or anxiety disorders
* Surgical patients undergoing pre- or post-operative care
* Patients with chronic pain or palliative care needs
* Individuals with rare or complex medical conditions, such as genetic disorders or autoimmune diseases.

These",False,1.37,False,N/A
-3.0,To which patients or groups is Tumor Antigens typically administered?,Patients (Blocked Info); 2016,"Tumor antigens are typically administered to patients with cancer, specifically those undergoing immunotherapy or vaccine-based treatments, such as cancer vaccines or checkpoint inhibitors.",False,1.34,False,N/A
-3.0,To which patients or groups is Ultrasonography typically administered?,Patients (Blocked Info); 2016,"Ultrasonography is typically administered to patients who require imaging of internal organs and structures, such as:

* Pregnant women to monitor fetal development and detect potential complications
* Patients with suspected gallbladder or liver disease
* Patients with kidney stones or other kidney problems
* Patients with suspected appendicitis or other abdominal pain
* Patients with thyroid nodules or thyroid cancer
* Patients with breast abnormalities or breast cancer
* Patients with musculoskeletal injuries or conditions, such as tendon or",False,1.36,False,N/A
-3.0,To which patients or groups is Unilateral adrenalectomy typically administered?,Patients (Blocked Info); 2016,"Unilateral adrenalectomy is typically administered to patients with a unilateral pheochromocytoma, a unilateral aldosterone-producing adenoma (Conn's syndrome), or a unilateral non-functioning adrenal cortical adenoma.",False,1.29,False,N/A
-3.0,To which patients or groups is Vaccines typically administered?,Child (Blocked Info); 2016,"Vaccines are typically administered to:

1. Children and infants to prevent diseases such as measles, mumps, rubella, and polio.
2. Pregnant women to protect them and their unborn babies from diseases like flu and whooping cough.
3. Older adults to prevent diseases such as shingles, pneumococcal disease, and flu.
4. People with weakened immune systems, such as those with cancer, HIV/AIDS, or taking immunosuppressive medications.
5. Travel",False,1.2,False,N/A
-3.0,To which medical entities is Vaccines typically administered?,Infant (Blocked Info); 2016,"Vaccines are typically administered to prevent infectious diseases, such as:

1. Influenza (flu)
2. Measles
3. Mumps
4. Rubella
5. Chickenpox
6. Hepatitis A and B
7. Human Papillomavirus (HPV)
8. Tetanus
9. Diphtheria
10. Pertussis (whooping cough)
11. Haemophilus influenzae type b (Hib)",False,1.13,False,N/A
-3.0,"To which patients or groups is Vaccines, Inactivated typically administered?",Child (Blocked Info); 2016,"Vaccines, Inactivated are typically administered to:

* Older adults (65+ years)
* Young children (6-23 months) who cannot receive live vaccines
* People with weakened immune systems (e.g., HIV/AIDS, cancer, taking immunosuppressive medications)
* Pregnant women
* People with certain chronic medical conditions (e.g., kidney disease, liver disease)
* Travelers to areas with poor sanitation and high risk of disease outbreaks.",False,1.32,False,N/A
-3.0,To which patients or groups is Vancomycin typically administered?,Patients (Blocked Info); 2016,"Vancomycin is typically administered to patients with severe bacterial infections, particularly those caused by Gram-positive bacteria, such as methicillin-resistant Staphylococcus aureus (MRSA), Clostridioides difficile, and enterococci. It is often used in patients with severe infections, such as sepsis, pneumonia, and endocarditis, and in those who are allergic to other antibiotics.",False,1.33,False,N/A
-3.0,To which patients or groups is Vitamin D typically administered?,Patients (Blocked Info); 2016,"Vitamin D is typically administered to patients with:

1. Vitamin D deficiency or insufficiency
2. Rickets or osteomalacia (softening of bones)
3. Osteoporosis (weakened bones)
4. Osteopenia (low bone density)
5. Certain types of kidney or liver disease
6. Malabsorption disorders (e.g., celiac disease, Crohn's disease)
7. Older adults, especially those with limited sun exposure or dark skin",False,1.26,False,N/A
-3.0,To which patients or groups is Diagnostic radiologic examination typically administered?,Patients (Blocked Info); 2016,"Diagnostic radiologic examination is typically administered to patients who have symptoms or conditions that require imaging to aid in diagnosis, such as:

* Patients with suspected injuries or trauma
* Patients with symptoms of cancer or tumors
* Patients with cardiovascular disease or suspected heart conditions
* Patients with neurological disorders or suspected stroke
* Patients with musculoskeletal injuries or degenerative conditions
* Pregnant women for fetal development and maternal health monitoring
* Patients with respiratory or gastrointestinal disorders
* Patients with suspected infections or abs",False,1.44,False,N/A
-3.0,To which patients or groups is gemcitabine typically administered?,Patients (Blocked Info); 2016,"Gemcitabine is typically administered to patients with pancreatic cancer, breast cancer, and non-small cell lung cancer.",False,1.17,False,N/A
-3.0,To which cell types is amentoflavone typically administered?,Cells (Blocked Info); 2016,"Amentoflavone is typically administered to cancer cells, specifically to inhibit the growth and proliferation of cancer cells.",False,1.45,False,N/A
-3.0,To which patients or groups is amphotericin B-deoxycholate typically administered?,Patients (Blocked Info); 2016,"Amphotericin B-deoxycholate is typically administered to patients with severe, life-threatening fungal infections, particularly those caused by:

* Cryptococcal meningitis
* Invasive aspergillosis
* Mucormycosis (black fungus)
* Histoplasmosis
* Candidemia (bloodstream infection) in severely immunocompromised patients.

It is often used as a last resort when other antifungal medications are not effective or suitable.",False,1.28,False,N/A
-3.0,To which patients or groups is Azithromycin typically administered?,Patients (Blocked Info); 2016,"Azithromycin is typically administered to patients with bacterial infections, such as:

* Community-acquired pneumonia
* Acute bacterial sinusitis
* Acute bacterial exacerbations of chronic bronchitis
* Skin and soft tissue infections (e.g., cellulitis, abscesses)
* Respiratory tract infections (e.g., tonsillitis, pharyngitis)
* Genital infections (e.g., chlamydia, gonorrhea)
* Lyme disease
* Pertuss",False,1.2,False,N/A
-3.0,To which cell types is Bone Morphogenetic Proteins typically administered?,Osteoblasts (Blocked Info); 2016,"Bone Morphogenetic Proteins (BMPs) are typically administered to osteoblasts, osteocytes, and osteoclasts, which are cells involved in bone formation and resorption.",False,1.13,False,N/A
-3.0,To which cell types is Calgranulin A|S100A8 typically administered?,Cells (Blocked Info); 2016,"Calgranulin A, also known as S100A8, is a protein that is typically expressed in and secreted by certain types of immune cells, including:

* Neutrophils
* Monocytes
* Macrophages
* Dendritic cells

It is also found in other cell types, such as epithelial cells and certain types of cancer cells.",False,1.25,False,N/A
-3.0,To which patients or groups is cilostazol typically administered?,Patients (Blocked Info); 2016,"Cilostazol is typically administered to patients with intermittent claudication, a symptom of peripheral arterial disease (PAD), to improve walking distance and reduce symptoms.",False,1.16,False,N/A
-3.0,To which patients or groups is sevoflurane typically administered?,Patients (Blocked Info); 2016,"Sevoflurane is typically administered to pediatric patients, as well as adults undergoing general anesthesia for surgery, particularly for procedures such as endoscopy, colonoscopy, and minor surgical procedures. It is also used for sedation in intensive care units (ICUs) and for procedural sedation in patients undergoing diagnostic or therapeutic procedures.",False,1.41,False,N/A
-3.0,To which patients or groups is fluticasone typically administered?,Patients (Blocked Info); 2016,"Fluticasone is typically administered to patients with respiratory conditions such as asthma, chronic obstructive pulmonary disease (COPD), and allergic rhinitis.",False,1.15,False,N/A
-3.0,To which patients or groups is Coronary angiography typically administered?,Patients (Blocked Info); 2016,"Coronary angiography is typically administered to patients with suspected coronary artery disease, such as those with:

* Chest pain or angina
* Heart attack or myocardial infarction
* Unstable angina
* Heart failure
* Cardiac arrhythmias
* Coronary artery bypass grafting (CABG) or percutaneous coronary intervention (PCI) candidates
* Patients with known or suspected coronary artery disease undergoing evaluation for cardiac surgery

It is also used to evaluate the",False,1.38,False,N/A
-3.0,"To which patients or groups is Chemotherapy, Adjuvant typically administered?",Patients (Blocked Info); 2016,"Chemotherapy, Adjuvant, is typically administered to patients who have undergone surgery for cancer, but still have a high risk of cancer recurrence. This includes:

* Patients with stage II or III cancer, where the cancer has spread to nearby tissues or lymph nodes, but not to distant parts of the body.
* Patients with high-risk features, such as large tumors, positive lymph nodes, or aggressive cancer types.
* Patients with cancer that has a high likelihood of recurrence, such as certain types of",False,1.33,False,N/A
-3.0,To which patients or groups is Erythrocyte Transfusion typically administered?,Patients (Blocked Info); 2016,"Erythrocyte transfusion, also known as red blood cell transfusion, is typically administered to patients who have:

1. Severe anemia: Those with significant blood loss, such as due to surgery, trauma, or chronic bleeding disorders.
2. Blood loss due to surgery or trauma: Patients who have lost a significant amount of blood and need a transfusion to replace the lost red blood cells.
3. Chronic anemia: Individuals with conditions like sickle cell disease, thal",False,1.31,False,N/A
-3.0,To which patients or groups is Health Care typically administered?,Adult (Blocked Info); 2016,"Health care is typically administered to individuals, families, communities, and populations in need of medical attention, including:

1. Infants and children
2. Adults
3. Elderly individuals
4. People with chronic illnesses or disabilities
5. Pregnant women
6. Newborns
7. People with mental health conditions
8. People with infectious diseases
9. People with injuries or trauma
10. People with terminal illnesses.

Health care can also be administered to specific groups such",False,1.41,False,N/A
-3.0,To which patients or groups is Platelet Transfusion typically administered?,Patients (Blocked Info); 2016,"Platelet transfusion is typically administered to patients with:

1. Thrombocytopenia (low platelet count)
2. Bleeding disorders, such as hemophilia
3. Patients undergoing chemotherapy or radiation therapy
4. Patients with bone marrow failure or aplastic anemia
5. Patients with severe trauma or surgery
6. Patients with bleeding due to platelet dysfunction (e.g., uremia, liver disease)
7. Patients with immune thrombocytopenic pur",False,1.33,False,N/A
-3.0,To which patients or groups is Therapeutic procedure typically administered?,Child (Blocked Info); 2016,"Therapeutic procedures are typically administered to patients with a medical condition or disease, such as:

* Children with developmental delays or disabilities
* Individuals with mental health conditions, such as anxiety or depression
* Patients with chronic pain or addiction
* Older adults with cognitive decline or dementia
* Individuals with physical disabilities or injuries
* Patients undergoing rehabilitation after surgery or illness

These procedures are also often used in conjunction with other treatments, such as medication or therapy, to help manage symptoms, improve function,",False,1.4,False,N/A
-3.0,To which patients or groups is Therapeutic procedure typically administered?,Patients (Blocked Info); 2016,"Therapeutic procedures are typically administered to patients with a medical condition or disease, such as:

* Children with developmental delays or disabilities
* Individuals with mental health conditions, such as anxiety or depression
* Patients with chronic pain or addiction
* Older adults with cognitive decline or dementia
* Individuals with physical disabilities or injuries
* Patients undergoing rehabilitation after surgery or illness

These procedures are also often used in conjunction with other treatments, such as medication or therapy, to help manage symptoms, improve function,",False,1.4,False,N/A
-3.0,To which patients or groups is Therapeutic procedure typically administered?,Individual (Blocked Info); 2016,"Therapeutic procedures are typically administered to patients with a medical condition or disease, such as:

* Children with developmental delays or disabilities
* Individuals with mental health conditions, such as anxiety or depression
* Patients with chronic pain or addiction
* Older adults with cognitive decline or dementia
* Individuals with physical disabilities or injuries
* Patients undergoing rehabilitation after surgery or illness

These procedures are also often used in conjunction with other treatments, such as medication or therapy, to help manage symptoms, improve function,",False,1.4,False,N/A
-3.0,To which patients or groups is mesalamine typically administered?,Patients (Blocked Info); 2016,"Mesalamine is typically administered to patients with inflammatory bowel disease (IBD), specifically:

* Ulcerative colitis (UC)
* Crohn's disease (CD)
* Ulcerative proctitis (inflammation of the rectum)

It is also used to treat mild to moderate symptoms of irritable bowel syndrome (IBS) and pouchitis (inflammation of the pouch created during a colectomy).",False,1.25,False,N/A
-3.0,To which patients or groups is Total excision of stomach NOS typically administered?,Patients (Blocked Info); 2016,"Total gastrectomy, not ""total excision of stomach NOS"", is typically administered to patients with:

* Advanced gastric cancer
* Gastric lymphoma
* Gastric perforation or severe bleeding
* Severe gastric ulcers that cannot be treated with other methods
* Certain genetic disorders, such as familial adenomatous polyposis (FAP) or hereditary diffuse gastric cancer (HDGC)

Note: NOS stands for ""Not Otherwise Specified"", but in",False,1.34,False,N/A
-3.0,"To which patients or groups is Catheter Ablation, Radiofrequency typically administered?",Patients (Blocked Info); 2016,"Catheter Ablation, specifically Radiofrequency Ablation (RFA), is typically administered to patients with:

* Atrial Fibrillation (AFib)
* Atrial Flutter
* Supraventricular Tachycardia (SVT)
* Ventricular Tachycardia (VT)
* Atrial Tachycardia
* Wolff-Parkinson-White syndrome (WPW syndrome)

It is usually considered for patients who have not responded to medication or other",False,1.21,False,N/A
-3.0,To which patients or groups is Polysomnography typically administered?,Patients (Blocked Info); 2016,"Polysomnography (PSG) is typically administered to patients with suspected sleep disorders, such as:

* Obstructive Sleep Apnea (OSA)
* Narcolepsy
* Insomnia
* Restless Leg Syndrome
* Periodic Limb Movement Disorder
* Sleepwalking (Somnambulism)
* Sleep talking (Somniloquy)
* REM Sleep Behavior Disorder (RBD)
* Idiopathic Hypersomnia

It is also used to monitor sleep",False,1.2,False,N/A
-3.0,To which patients or groups is Oral medication typically administered?,Patients (Blocked Info); 2016,"Oral medication is typically administered to patients who are:

* Adults and children who can swallow pills or tablets
* Patients with a functioning gastrointestinal system
* Patients who are able to take medication by mouth
* Patients who do not require immediate relief or emergency treatment (since oral medication is absorbed slowly into the bloodstream)

Examples of groups that may not be suitable for oral medication include:

* Infants and young children who may not be able to swallow pills or tablets
* Patients with severe gastrointestinal disorders,",False,1.48,False,N/A
-3.0,To which patients or groups is Polypharmacy typically administered?,Patients (Blocked Info); 2016,"Polypharmacy is typically administered to elderly patients, particularly those in long-term care facilities, as well as patients with chronic conditions such as diabetes, hypertension, and heart disease.",False,1.34,False,N/A
-3.0,To which patients or groups is Procedures typically administered?,Patients (Blocked Info); 2016,"Procedures are typically administered to patients who require medical treatment or intervention, such as:

* Surgical patients
* Patients undergoing diagnostic tests or exams (e.g. endoscopies, biopsies)
* Patients requiring pain management or anesthesia
* Patients undergoing medical procedures (e.g. colonoscopies, catheterizations)
* Patients in critical care or emergency situations (e.g. CPR, intubation)
* Patients undergoing rehabilitation or physical therapy
* Patients with chronic conditions (e.g.",False,1.46,False,N/A
-3.0,To which patients or groups is Incision of axilla typically administered?,Patients (Blocked Info); 2016,"Incision of the axilla is typically administered to patients with breast cancer, specifically those with breast cancer that has spread to the axillary lymph nodes.",False,1.3,False,N/A
-3.0,To which patients or groups is Right hemicolectomy typically administered?,Patients (Blocked Info); 2016,"Right hemicolectomy is typically administered to patients with:

1. Cancer of the right colon (e.g., right-sided colon cancer)
2. Benign tumors or polyps in the right colon
3. Crohn's disease or ulcerative colitis affecting the right colon
4. Diverticulitis of the right colon
5. Intestinal obstruction caused by a blockage in the right colon.

This surgical procedure involves removing the right side of the colon and is usually performed to",False,1.27,False,N/A
-3.0,To which patients or groups is Prophylactic treatment typically administered?,Patients (Blocked Info); 2016,"Prophylactic treatment is typically administered to patients or groups who are at high risk of developing a specific disease or condition. This can include:

* Individuals with a family history of a particular disease
* Those with a genetic predisposition to a condition
* People with a history of previous episodes or recurrences of a disease
* Patients with a weakened immune system, such as those with HIV/AIDS or undergoing chemotherapy
* Pregnant women or new mothers to prevent certain infections or conditions
* Travelers",False,1.36,False,N/A
-3.0,To which patients or groups is Continuous Positive Airway Pressure typically administered?,Patients (Blocked Info); 2016,"Continuous Positive Airway Pressure (CPAP) is typically administered to patients with Obstructive Sleep Apnea (OSA), particularly those with moderate to severe OSA. It is also used for patients with other sleep-related breathing disorders, such as Central Sleep Apnea and Cheyne-Stokes Respiration.",False,1.23,False,N/A
-3.0,To which patients or groups is Mechanical ventilation typically administered?,Patients (Blocked Info); 2016,"Mechanical ventilation is typically administered to patients who require assistance with breathing, including:

1. Critically ill patients with respiratory failure
2. Patients with chronic respiratory diseases, such as COPD or cystic fibrosis
3. Patients undergoing surgery, especially those with lung or thoracic surgery
4. Trauma patients with head or spinal cord injuries
5. Patients with neuromuscular diseases, such as muscular dystrophy or amyotrophic lateral sclerosis (ALS)
6. Patients with severe",False,1.27,False,N/A
-3.0,To which patients or groups is Helium therapy typically administered?,Patients (Blocked Info); 2016,"Helium therapy, also known as helium-oxygen therapy, is typically administered to patients with respiratory conditions, particularly those with:

1. Chronic Obstructive Pulmonary Disease (COPD)
2. Pneumonia
3. Pneumothorax (collapsed lung)
4. Pulmonary fibrosis
5. Asthma

It is also used in some cases of respiratory distress in patients undergoing surgery or anesthesia.",False,1.41,False,N/A
-3.0,To which patients or groups is Hemodiafiltration typically administered?,Patients (Blocked Info); 2016,"Hemodiafiltration (HDF) is typically administered to patients with end-stage renal disease (ESRD) who require renal replacement therapy, particularly those with:

1. High fluid overload
2. Electrolyte imbalances
3. High uremic symptoms
4. Resistant hypertension
5. Large body size or muscle mass

It is often used as an alternative to hemodialysis (HD) for patients who require more efficient removal of waste products and excess fluids.",False,1.33,False,N/A
-3.0,To which patients or groups is taxane typically administered?,Patients (Blocked Info); 2016,"Taxanes, such as paclitaxel (Taxol) and docetaxel (Taxotere), are typically administered to patients with certain types of cancer, including:

* Breast cancer
* Ovarian cancer
* Lung cancer
* Prostate cancer
* Head and neck cancer
* Gastric cancer

They are often used in combination with other chemotherapy agents or as a single agent, depending on the specific type and stage of cancer.",False,1.17,False,N/A
-3.0,To which patients or groups is Opioids typically administered?,Patients (Blocked Info); 2016,"Opioids are typically administered to patients with severe pain, such as those with:

* Acute injuries or trauma
* Cancer pain
* Chronic pain conditions like arthritis, fibromyalgia, or neuropathic pain
* End-of-life care
* Post-operative pain management
* Palliative care patients

They are also used to manage pain in patients with conditions like sickle cell disease, multiple sclerosis, and HIV/AIDS.",False,1.42,False,N/A
-3.0,To which patients or groups is Opioids typically administered?,Individual (Blocked Info); 2016,"Opioids are typically administered to patients with severe pain, such as those with:

* Acute injuries or trauma
* Cancer pain
* Chronic pain conditions like arthritis, fibromyalgia, or neuropathic pain
* End-of-life care
* Post-operative pain management
* Palliative care patients

They are also used to manage pain in patients with conditions like sickle cell disease, multiple sclerosis, and HIV/AIDS.",False,1.42,False,N/A
-3.0,To which patients or groups is Hematopoietic Stem Cell Transplantation typically administered?,Patients (Blocked Info); 2016,"Hematopoietic Stem Cell Transplantation (HSCT) is typically administered to patients with:

1. Leukemia (e.g., acute lymphoblastic leukemia, acute myeloid leukemia, chronic lymphocytic leukemia)
2. Lymphoma (e.g., Hodgkin's lymphoma, non-Hodgkin's lymphoma)
3. Multiple myeloma
4. Myelodysplastic syndromes
5. Severe aplastic anemia",False,1.09,False,N/A
-3.0,"To which patients or groups is Antirheumatic Drugs, Disease-Modifying typically administered?",Patients (Blocked Info); 2016,"Antirheumatic Drugs, Disease-Modifying (DMARDs) are typically administered to patients with rheumatoid arthritis (RA) and other autoimmune diseases, such as:

* Rheumatoid arthritis
* Psoriatic arthritis
* Lupus
* Psoriasis
* Ankylosing spondylitis
* Juvenile idiopathic arthritis

These medications are used to slow down disease progression, reduce symptoms, and prevent joint damage.",False,1.2,False,N/A
-3.0,"To which patients or groups is Radiotherapy, Adjuvant typically administered?",Patients (Blocked Info); 2016,"Radiotherapy, Adjuvant is typically administered to patients with cancer who have undergone surgery to remove the primary tumor, but are at high risk of recurrence. This includes:

* Patients with high-risk features such as positive lymph nodes, close or positive margins, or high-grade tumors.
* Patients with certain types of cancer, such as breast cancer, lung cancer, prostate cancer, and head and neck cancer.
* Patients with cancer that has spread to lymph nodes or other parts of the body, but is",False,1.33,False,N/A
-3.0,To which patients or groups is docetaxel typically administered?,Patients (Blocked Info); 2016,"Docetaxel is typically administered to patients with various types of cancer, including:

* Breast cancer (metastatic and early-stage)
* Non-small cell lung cancer (NSCLC)
* Prostate cancer (metastatic)
* Gastric cancer (stomach cancer)
* Head and neck cancer
* Hormone receptor-positive breast cancer
* Hormone-sensitive prostate cancer

It is often used in combination with other medications or as a standalone treatment.",False,1.22,False,N/A
-3.0,"To which cell types is spike glycoprotein, coronavirus typically administered?",Cells (Blocked Info); 2016,"Spike glycoprotein, also known as the S protein, is typically administered to dendritic cells and macrophages, which are types of immune cells.",False,1.41,False,N/A
-3.0,To which patients or groups is Functional assessment typically administered?,Patients (Blocked Info); 2016,"Functional assessment is typically administered to patients with cognitive, physical, or behavioral impairments, such as:

* Older adults with dementia or Alzheimer's disease
* Individuals with traumatic brain injury or stroke
* Patients with neurological disorders, such as Parkinson's disease or multiple sclerosis
* Children with developmental disabilities or autism spectrum disorder
* Individuals with mental health conditions, such as schizophrenia or depression
* Patients with chronic illnesses, such as heart failure or chronic obstructive pulmonary disease (COPD), to assess",False,1.26,False,N/A
-3.0,To which patients or groups is colorectal cancer prevention typically administered?,Individual (Blocked Info); 2016,"Colorectal cancer prevention is typically administered to individuals who are at high risk of developing colorectal cancer, including:

* Adults aged 45-75 years, regardless of family history
* Those with a family history of colorectal cancer or polyps
* Individuals with a personal history of colorectal cancer or polyps
* Those with a history of inflammatory bowel disease (IBD), such as ulcerative colitis or Crohn's disease
* People with a genetic predisposition, such as",False,1.18,False,N/A
-3.0,To which patients or groups is anti-tumor necrosis factor therapy typically administered?,Patients (Blocked Info); 2016,"Anti-tumor necrosis factor (anti-TNF) therapy is typically administered to patients with autoimmune diseases, particularly those with:

1. Rheumatoid arthritis (RA)
2. Psoriatic arthritis (PsA)
3. Ankylosing spondylitis (AS)
4. Crohn's disease (CD)
5. Ulcerative colitis (UC)
6. Psoriasis (moderate to severe cases)

These medications work by blocking the action of tumor necrosis factor-alpha (",False,1.14,False,N/A
-3.0,"To which patients or groups is Antibodies, Blocking typically administered?",Patients (Blocked Info); 2016,"Antibodies, Blocking are typically administered to patients with autoimmune disorders, such as rheumatoid arthritis, lupus, and multiple sclerosis, to block the action of specific autoantibodies that are causing the disease.",False,1.29,False,N/A
-3.0,To which patients or groups is acamprosate typically administered?,Patients (Blocked Info); 2016,"Acamprosate is typically administered to patients with alcohol dependence, particularly those who have stopped drinking and are at risk of relapse.",False,1.17,False,N/A
-3.0,To which patients or groups is atorvastatin typically administered?,Patients (Blocked Info); 2016,"Atorvastatin is typically administered to patients with:

* High cholesterol (hypercholesterolemia)
* High triglycerides
* Low HDL (good) cholesterol
* Coronary artery disease
* Peripheral artery disease
* Stroke or transient ischemic attack (TIA)
* Familial hypercholesterolemia

It is also used to reduce the risk of cardiovascular events such as heart attacks, strokes, and deaths in patients with cardiovascular disease.",False,1.25,False,N/A
-3.0,To which patients or groups is Saquinavir typically administered?,Patients (Blocked Info); 2016,Saquinavir is typically administered to patients with HIV/AIDS.,False,1.15,False,N/A
-3.0,To which patients or groups is Ritonavir typically administered?,Patients (Blocked Info); 2016,"Ritonavir is typically administered to patients with HIV/AIDS, specifically those who are taking other antiretroviral medications as part of a combination therapy to treat HIV-1 infection.",False,1.28,False,N/A
-3.0,To which cell types is Iron typically administered?,Cells (Blocked Info); 2016,"Iron is typically administered to red blood cells, specifically to increase hemoglobin production and treat anemia.",False,1.37,False,N/A
-3.0,To which patients or groups is Antibiotic therapy typically administered?,Patients (Blocked Info); 2016,"Antibiotic therapy is typically administered to patients with bacterial infections, such as:

* Bacterial pneumonia
* Urinary tract infections (UTIs)
* Skin infections (e.g., cellulitis, abscesses)
* Respiratory tract infections (e.g., bronchitis, sinusitis)
* Gastrointestinal infections (e.g., food poisoning, diverticulitis)
* Meningitis
* Septicemia (bloodstream infections)
* Wound infections
* Osteomy",False,1.18,False,N/A
-3.0,To which patients or groups is Transjugular intrahepatic portosystemic shunt procedure typically administered?,Patients (Blocked Info); 2016,"The Transjugular Intrahepatic Portosystemic Shunt (TIPS) procedure is typically administered to patients with:

1. Refractory ascites (fluid buildup in the abdomen) due to cirrhosis.
2. Variceal bleeding (bleeding from enlarged veins in the esophagus or stomach) that is not responding to endoscopic or medical treatment.
3. Hepatorenal syndrome (a type of kidney dysfunction caused by liver disease).
4. Hepatic",False,1.18,False,N/A
-3.0,To which patients or groups is Percutaneous cholecystostomy typically administered?,Patients (Blocked Info); 2016,"Percutaneous cholecystostomy is typically administered to patients who are:

1. High-risk surgical candidates due to comorbidities or poor overall health.
2. Those with severe liver disease, such as cirrhosis or liver failure.
3. Patients with a high risk of bleeding or other complications from traditional open surgery.
4. Those with a history of previous abdominal surgery or trauma.
5. Patients with gallbladder disease that is not amenable to endoscopic or lapar",False,1.46,False,N/A
-3.0,To which patients or groups is Supportive care typically administered?,Patients (Blocked Info); 2016,"Supportive care is typically administered to patients with advanced, incurable, or terminal illnesses, such as cancer, HIV/AIDS, and end-stage organ disease, as well as to those experiencing chronic conditions like chronic obstructive pulmonary disease (COPD) and heart failure.",False,1.35,False,N/A
-3.0,To which patients or groups is Loop Diuretics typically administered?,Patients (Blocked Info); 2016,"Loop diuretics are typically administered to patients with:

* Congestive heart failure
* Edema (swelling) due to liver or kidney disease
* Hypertension (high blood pressure)
* Nephrotic syndrome (excessive protein in the urine)
* Pulmonary edema (fluid buildup in the lungs)
* Cirrhosis (liver disease)

They are often used in patients who require a strong diuretic effect, such as those with severe fluid overload or ed",False,1.29,False,N/A
-3.0,To which patients or groups is Oral anticoagulants typically administered?,Patients (Blocked Info); 2016,"Oral anticoagulants are typically administered to patients with:

* Atrial fibrillation (to prevent stroke)
* Deep vein thrombosis (DVT) and pulmonary embolism (PE)
* Venous thromboembolism (VTE)
* Heart valve replacement or repair
* Atrial septal defects
* Prosthetic heart valves
* Pulmonary embolism
* Deep vein thrombosis
* Stroke prevention in patients with non-valvular atr",False,1.28,False,N/A
-3.0,To which patients or groups is Anthrax Vaccines typically administered?,Military Personnel (Blocked Info); 2016,"Anthrax vaccines are typically administered to:

1. Laboratory workers who handle anthrax spores
2. Military personnel who may be exposed to anthrax in the line of duty
3. People who work with animals that may carry anthrax, such as veterinarians and animal handlers
4. People who work in laboratories that handle anthrax spores
5. First responders and healthcare workers who may be exposed to anthrax in the event of a bioterrorism attack.",False,1.27,False,N/A
-3.0,To which patients or groups is Proton Pump Inhibitors typically administered?,Patients (Blocked Info); 2016,"Proton Pump Inhibitors (PPIs) are typically administered to patients with:

* Gastroesophageal reflux disease (GERD)
* Peptic ulcers
* Zollinger-Ellison syndrome
* Erosive esophagitis
* Gastritis
* Helicobacter pylori infection
* Nonsteroidal anti-inflammatory drug (NSAID)-induced ulcers
* Gastrointestinal bleeding
* Dyspepsia (heartburn and",False,1.22,False,N/A
-3.0,To which patients or groups is Hydroxymethylglutaryl-CoA Reductase Inhibitors typically administered?,Patients (Blocked Info); 2016,"Hydroxymethylglutaryl-CoA Reductase Inhibitors, also known as statins, are typically administered to patients with high cholesterol, particularly those with:

1. Hypercholesterolemia (high levels of LDL cholesterol)
2. Hypertriglyceridemia (high levels of triglycerides)
3. Mixed dyslipidemia (abnormal levels of multiple lipids)
4. Cardiovascular disease (e.g., coronary artery disease, heart attack, stroke",False,1.18,False,N/A
-3.0,To which patients or groups is fMRI typically administered?,Patients (Blocked Info); 2016,"Functional Magnetic Resonance Imaging (fMRI) is typically administered to patients or groups with neurological or psychiatric conditions, such as:

* Stroke or brain injury patients to assess brain function and damage
* Patients with neurological disorders like Alzheimer's disease, Parkinson's disease, or multiple sclerosis
* Individuals with psychiatric conditions like depression, anxiety, or schizophrenia
* Patients with epilepsy to identify seizure foci
* Research participants in studies on brain function, cognition, and behavior
* Individuals with brain tumors or",False,1.34,False,N/A
