subject_cui,subject_name,subject_semtype,predicate,object_cui,object_name,object_semtype,first_year,first_pmid,citation_pmid,first_issn,first_sentence_id
C0905464,landiolol,orch,ADMINISTERED_TO,C0030705,Patients,humn,2010,24922473,24922473,,22247782
C0919425|1543,CYP1A1 gene|CYP1A1,aapp,ADMINISTERED_TO,C0085080,Chinese Hamster Ovary Cell,cell,2010,19902426,19902426,,18760057
C0920367,"Tomography, Optical Coherence",diap,ADMINISTERED_TO,C0030705,Patients,humn,2010,19949834,19949834,,26949972
C0939882,Kava preparation,orch,ADMINISTERED_TO,C0026809,Mus,mamm,2010,19948201,19948201,,25964106
C0949596,HMGN Proteins,bacs,ADMINISTERED_TO,C0015576,Family,humn,2010,19948258,19948258,,26014038
C0965644,HIF1alpha protein,aapp,ADMINISTERED_TO,C0007634,Cells,cell,2010,20004970,20004970,,22697126
C0966639|84957,RELT|RELT,aapp,ADMINISTERED_TO,C0014597,Epithelial Cells,cell,2010,19969290,19969290,,2945412
C0995188,cetuximab,aapp,ADMINISTERED_TO,C0431085,[M]Unspecified tumor cell NOS,cell,2010,19952953,19952953,,28584235
C1099354,"RNA, Small Interfering",bacs,ADMINISTERED_TO,C0007600,Cell Line,cell,2010,19904609,19904609,,19910989
C1099354,"RNA, Small Interfering",bacs,ADMINISTERED_TO,C0007634,Cells,cell,2010,19935706,19935706,,18919112
C1099354,"RNA, Small Interfering",bacs,ADMINISTERED_TO,C0022567,keratinocyte,cell,2010,19968822,19968822,,2539198
C1099354,"RNA, Small Interfering",bacs,ADMINISTERED_TO,C0024432,macrophage,cell,2010,20006615,20006615,,23760515
C1099354,"RNA, Small Interfering",bacs,ADMINISTERED_TO,C0025201,melanocyte,cell,2010,19968822,19968822,,2539198
C1099354,"RNA, Small Interfering",bacs,ADMINISTERED_TO,C0431085,[M]Unspecified tumor cell NOS,cell,2010,19915977,19915977,,26255061
C1099354,"RNA, Small Interfering",bacs,ADMINISTERED_TO,C0682524,fibroblast cell line,cell,2010,20013795,20013795,,27967614
C1101610,MicroRNAs,bacs,ADMINISTERED_TO,C0015576,Family,humn,2010,19942686,19942686,,22860198
C1120535,LJP 993,orch,ADMINISTERED_TO,C0026809,Mus,mamm,2010,19919973,19919973,,28386124
C1135135,erlotinib,orch,ADMINISTERED_TO,C0030705,Patients,humn,2010,20014878,20014878,,28504127
C1136170,Virulence Factors,bacs,ADMINISTERED_TO,C0007634,Cells,cell,2010,20001787,20001787,,20870693
C1136254,Microbicides,phsu,ADMINISTERED_TO,C0175925,Dairy cattle,mamm,2010,19996562,19996562,,7539943
C1148798,Activating Transcription Factors,aapp,ADMINISTERED_TO,C0242697,Muscle Fibers,cell,2010,19907005,19907005,,21191620
C1167956,Cardiac resynchronisation therapy,topp,ADMINISTERED_TO,C0030705,Patients,humn,2010,20012640,20012640,,27233293
C1178562,Campath 1H,imft,ADMINISTERED_TO,C0030705,Patients,humn,2010,19966846,19966846,,978042
C1258415,enhanced green fluorescent protein,aapp,ADMINISTERED_TO,C0038250,Stem cells,cell,2010,19912571,19912571,,23971497
C1261322,Assessment procedure,hlca,ADMINISTERED_TO,C0038492,student,humn,2010,20014300,20014300,,28233666
C1273404,Stereotactic radiotherapy,topp,ADMINISTERED_TO,C0030705,Patients,humn,2010,20012910,20012910,,27418066
C1273869,Intervention regimes,hlca,ADMINISTERED_TO,C0021270,Infant,humn,2010,19907360,19907360,,21364377
C1273869,Intervention regimes,hlca,ADMINISTERED_TO,C0026591,Mothers,humn,2010,19945927,19945927,,24722698
C1273869,Intervention regimes,hlca,ADMINISTERED_TO,C0030705,Patients,humn,2010,19998062,19998062,,19233427
C1273869,Intervention regimes,hlca,ADMINISTERED_TO,C0043210,Woman,humn,2010,20012179,20012179,,26902621
C1273869,Intervention regimes,hlca,ADMINISTERED_TO,C0205653,Adolescent,humn,2010,19942238,19942238,,22592989
C1273869,Intervention regimes,hlca,ADMINISTERED_TO,C0237401,Individual,humn,2010,19902489,19902489,,18790486
C1273869,Intervention regimes,hlca,ADMINISTERED_TO,C0871525,Therapists,humn,2010,19910118,19910118,,22726835
C1276408,Ramp protocol,diap,ADMINISTERED_TO,C0238703,athlete,humn,2010,20012445,20012445,,27092382
C1276996,Atypical antipsychotic,phsu,ADMINISTERED_TO,C0030705,Patients,humn,2010,24600266,24600266,,23385489
C1291208,2-Oxoglutarate,orch,ADMINISTERED_TO,C0037868,sperm cell,cell,2010,20010848,20010848,,26184132
C1293116,Introduction procedure,hlca,ADMINISTERED_TO,C1257890,Population Group,humn,2010,20007271,20007271,,24144940
C1306645,Plain x-ray,diap,ADMINISTERED_TO,C0030705,Patients,humn,2010,20006508,20006508,,23680436
C1321585,Polypropylene mesh,orch,ADMINISTERED_TO,C0043210,Woman,humn,2010,19998023,19998023,,19205435
C1327754,R-flurbiprofen,orch,ADMINISTERED_TO,C0025932,"Mice, Nude",mamm,2010,19916560,19916560,,26548159
C1328819,small molecule,orch,ADMINISTERED_TO,C0029235,Organism,orgm,2010,19937410,19937410,,19921084
C1332714|920,CD4 gene|CD4,aapp,ADMINISTERED_TO,C0011306,Dendritic Cells,cell,2010,19917709,19917709,,27239237
C1332714|920,CD4 gene|CD4,aapp,ADMINISTERED_TO,C0039194,T-Lymphocyte,cell,2010,19940860,19940860,,21789864
C1333079,Collagen Gene,aapp,ADMINISTERED_TO,C0038250,Stem cells,cell,2010,24855554,24855554,,21367576
C1334043,Homologous Gene,aapp,ADMINISTERED_TO,C0037868,sperm cell,cell,2010,19906688,19906688,,20925343
C1335879|6786,STIM1 gene|STIM1,gngm,ADMINISTERED_TO,C0007634,Cells,cell,2010,19997763,19997763,,19064170
C1366832|51761,"ATPase, Aminophospholipid Transporter-Like, Class I, Type 8A, Member 2|ATP8A2",aapp,ADMINISTERED_TO,C0007634,Cells,cell,2010,19948801,19948801,,26305343
C1367471|926,CD8B1 gene|CD8B,aapp,ADMINISTERED_TO,C0039194,T-Lymphocyte,cell,2010,20005257,20005257,,22890932
C1413119|10753,CAPN9 gene|CAPN9,aapp,ADMINISTERED_TO,C0596890,MCF7,cell,2010,19909740,19909740,,22517130
C1419329|5961|7263,RDS gene|PRPH2|TST,aapp,ADMINISTERED_TO,C0026809,Mus,mamm,2010,19952284,19952284,,28250019
C1421455|7436,VLDLR gene|VLDLR,aapp,ADMINISTERED_TO,C0221284,Leptocyte,cell,2010,19948739,19948739,,26270657
C1504389,Stem cell transplant,topp,ADMINISTERED_TO,C0030705,Patients,humn,2010,19968720,19968720,,2450863
C1510483,Fine needle aspiration biopsy,diap,ADMINISTERED_TO,C0030705,Patients,humn,2010,19917550,19917550,,27106366
C1510483,Fine needle aspiration biopsy,diap,ADMINISTERED_TO,C0260194,radiologist,humn,2010,19937026,19937026,,19682071
C1510486,Dual-Energy X-Ray Absorptiometry,diap,ADMINISTERED_TO,C0030705,Patients,humn,2010,20006508,20006508,,23680436
C1510800,Adenovirus Vector,nnon,ADMINISTERED_TO,C0007634,Cells,cell,2010,20003994,20003994,,22052965
C1511790,Detection,topp,ADMINISTERED_TO,C0025914,House mice,mamm,2010,19908018,19908018,,21645278
C1511790,Detection,topp,ADMINISTERED_TO,C0034693,Rattus norvegicus,mamm,2010,19908018,19908018,,21645278
C1512511,Human Papilloma Virus Vaccine,imft,ADMINISTERED_TO,C0001588,"Adolescents, Female",humn,2010,20015446,20015446,,28842262
C1515075,Supplementation,topp,ADMINISTERED_TO,C0034693,Rattus norvegicus,mamm,2010,19941911,19941911,,22412980
C1532338,Percutaneous coronary intervention,topp,ADMINISTERED_TO,C0030705,Patients,humn,2010,19969283,19969283,,2938737
C1533685,Injection procedure,topp,ADMINISTERED_TO,C0001675,Adult,humn,2010,19944150,19944150,,23680281
C1533685,Injection procedure,topp,ADMINISTERED_TO,C0025932,"Mice, Nude",mamm,2010,19944150,19944150,,23680281
C1533685,Injection procedure,topp,ADMINISTERED_TO,C0026809,Mus,mamm,2010,20004361,20004361,,22308436
C1533685,Injection procedure,topp,ADMINISTERED_TO,C0030705,Patients,humn,2010,20003062,20003062,,21572168
C1533685,Injection procedure,topp,ADMINISTERED_TO,C0034693,Rattus norvegicus,mamm,2010,19944746,19944746,,24055803
C1533685,Injection procedure,topp,ADMINISTERED_TO,C0699762,ewes,mamm,2010,20002963,20002963,,21538576
C1536105,CT angiography,diap,ADMINISTERED_TO,C0030705,Patients,humn,2010,19918876,19918876,,27883318
C1536601,Cardioplasty,topp,ADMINISTERED_TO,C0030705,Patients,humn,2010,19903194,19903194,,19144773
C1548819,Antipsychotic Medications,hlca,ADMINISTERED_TO,C0237401,Individual,humn,2010,20004980,20004980,,22708187
C1562226,Highly active anti-retroviral therapy,topp,ADMINISTERED_TO,C0030705,Patients,humn,2010,19913921,19913921,,25038945
C1563722,Transient Receptor Potential Channels,aapp,ADMINISTERED_TO,C0007634,Cells,cell,2010,20008466,20008466,,25067266
100073347,MIMT1,aapp,AFFECTS,C0005495,Biogenesis,npop,2010,19944477,19944477,,23868735
100133941,CD24,gngm,AFFECTS,C1160340,brain development,ortf,2010,19998061,19998061,,19232415
10085,EDIL3,gngm,AFFECTS,C0007595,Cell Growth,celf,2010,19937368,19937368,,19892428
1009,CDH11,gngm,AFFECTS,C1160340,brain development,ortf,2010,19998061,19998061,,19232415
10116,FEM1B,gngm,AFFECTS,C0162638,Apoptosis,celf,2010,19908242,19908242,,21824029
10125,RASGRP1,gngm,AFFECTS,C0039194,T-Lymphocyte,cell,2010,20007535,20007535,,24393112
10125,RASGRP1,gngm,AFFECTS,C1155013,T-cell differentiation,celf,2010,20007535,20007535,,24392626
10135,NAMPT,gngm,AFFECTS,C0031715,Phosphorylation,moft,2010,19906834,19906834,,21014934
10135,NAMPT,gngm,AFFECTS,C0037083,Signal Transduction,celf,2010,19906834,19906834,,21013059
10135,NAMPT,gngm,AFFECTS,C0596620,glucose metabolism,moft,2010,20004694,20004694,,22517135
10135,NAMPT,gngm,AFFECTS,C1256369,insulin secretion,celf,2010,19906834,19906834,,21013059
10135,NAMPT,gngm,AFFECTS,C1514758,Receptor Activation,celf,2010,19906834,19906834,,21013731
10135,NAMPT,gngm,AFFECTS,C1515670,mRNA Expression,genf,2010,19906834,19906834,,21013059
1021,CDK6,gngm,AFFECTS,C0080129,S Phase,genf,2010,19914831,19914831,,25580565
1026|9338|27065|644914,CDKN1A|TCEAL1|NSG1|H3F3AP6,gngm,AFFECTS,C0002938,Aneuploidy,comd,2010,20000476,20000476,,20172365
1029,CDKN2A,gngm,AFFECTS,C1511806,Developmental Process,ortf,2010,19969544,19969544,,3159743
10550,ARL6IP5,gngm,AFFECTS,C0278883,Metastatic melanoma,neop,2010,19946336,19946336,,24968473
10673,TNFSF13B,gngm,AFFECTS,C0024141,"Lupus Erythematosus, Systemic",dsyn,2010,19914608,19914608,,25465701
10746,MAP3K2,gngm,AFFECTS,C1519751,Ubiquitination,moft,2010,19937093,19937093,,19731835
10797,MTHFD2,gngm,AFFECTS,C0427184,No incoordination,fndg,2010,19948730,19948730,,26260962
10913,EDAR,gngm,AFFECTS,C0243144,uptake,phsf,2010,19936545,19936545,,19405294
10919,EHMT2,gngm,AFFECTS,C1160501,germ cell development,celf,2010,20002223,20002223,,21142996
10929,SRSF8,aapp,AFFECTS,C0038435,Stress,fndg,2010,20007444,20007444,,24296686
10934|51435,MORF4|SCARA3,gngm,AFFECTS,C0016192,Flagella,celc,2010,19919539,19919539,,28153785
10934|51435,MORF4|SCARA3,gngm,AFFECTS,C1510470,Motility,orgf,2010,19919539,19919539,,28154101
11060,WWP2,gngm,AFFECTS,C1150651,ligase activity,moft,2010,19997087,19997087,,18721656
11060,WWP2,gngm,AFFECTS,C1519751,Ubiquitination,moft,2010,19997087,19997087,,18720459
11126,CD160,gngm,AFFECTS,C0301872,Immune response,orgf,2010,20007250,20007250,,24127797
112476,PRRT2,gngm,AFFECTS,C0010837,Cytoplasmic Granules,celc,2010,20002545,20002545,,21334333
112476,PRRT2,gngm,AFFECTS,C0013081,Down-Regulation,celf,2010,20007975,20007975,,24692549
112476,PRRT2,gngm,AFFECTS,C0018270,Growth,orgf,2010,20015121,20015121,,28666250
112476,PRRT2,aapp,AFFECTS,C0678306,alcohol sensitivity,fndg,2010,20006676,20006676,,23811974
112476,PRRT2,gngm,AFFECTS,C1156210,chromatin remodeling,genf,2010,20007975,20007975,,24692549
112476,PRRT2,gngm,AFFECTS,C1326236,filopodium formation,celf,2010,20002545,20002545,,21334806
11342,RNF13,gngm,AFFECTS,C0596997,Myogenesis,ortf,2010,20015074,20015074,,28635504
1154,CISH,gngm,AFFECTS,C0242606,Oxidative Stress,comd,2010,20005596,20005596,,23141824
1191,CLU,gngm,AFFECTS,C0033572,Prostate,bpoc,2010,19903745,19903745,,19487123
1233,CCR4,gngm,AFFECTS,C0312737,Immunologic cell,cell,2010,19942450,19942450,,22722256
1268,CNR1,gngm,AFFECTS,C0007587,Cell Death,celf,2010,19947926,19947926,,25781788
1269,CNR2,gngm,AFFECTS,C0007587,Cell Death,celf,2010,19947926,19947926,,25781788
1316,KLF6,gngm,AFFECTS,C0596263,Carcinogenesis,neop,2010,19967571,19967571,,1636348
1357,CPA1,gngm,AFFECTS,C0014371,Enterotoxemia,dsyn,2010,24511335,24511335,,27343195
1357,CPA1,gngm,AFFECTS,C0017086,Gangrene,dsyn,2010,24511335,24511335,,27343195
1363,CPE,gngm,AFFECTS,C0017178,Gastrointestinal Diseases,dsyn,2010,24511335,24511335,,27342738
136991,ASZ1,gngm,AFFECTS,C0699748,Pathogenesis,patf,2010,20004925,20004925,,22655581
138429,PIP5KL1,gngm,AFFECTS,C0007595,Cell Growth,celf,2010,19947914,19947914,,25768828
138429,PIP5KL1,gngm,AFFECTS,C0007613,Cell physiology,celf,2010,19947914,19947914,,25768393
138429,PIP5KL1,gngm,AFFECTS,C0598934,tumor growth,neop,2010,19947914,19947914,,25768953
1398,CRK,gngm,AFFECTS,C0042769,Virus Diseases,dsyn,2010,20008144,20008144,,24815552
1407,CRY1,gngm,AFFECTS,C0178828,Entire reproductive system,bdsy,2010,20002961,20002961,,21535937
1420|200575,CRYGC|CRYGEP,gngm,AFFECTS,C0023884,Liver,bpoc,2010,20007753,20007753,,24552596
146713,RBFOX3,gngm,AFFECTS,C1284077,Entire hippocampus,bpoc,2010,19908141,19908141,,21739623
149233,IL23R,gngm,AFFECTS,C0009324,Ulcerative Colitis,dsyn,2010,24061752,24061752,,28355008
149233,IL23R,gngm,AFFECTS,C0010346,Crohn's disease,dsyn,2010,24061752,24061752,,28355008
151888,BTLA,gngm,AFFECTS,C0301872,Immune response,orgf,2010,20007250,20007250,,24127797
1545,CYP1B1,gngm,AFFECTS,C0040711,"Translation, Genetic",genf,2010,19908239,19908239,,21821329
1555,CYP2B6,aapp,AFFECTS,C0220781,Anabolism,biof,2010,24278505,24278505,,21153118
1555,CYP2B6,gngm,AFFECTS,C0683140,Drug Metabolism,moft,2010,20007296,20007296,,24170112
1636,ACE,gngm,AFFECTS,C0020456,Hyperglycemia,dsyn,2010,20004673,20004673,,22495367
1778|11261|11331,DYNC1H1|CHP1|PHB2,gngm,AFFECTS,C1151146,NADPH oxidase activity,moft,2010,19948736,19948736,,26267002
182,JAG1,gngm,AFFECTS,C0037083,Signal Transduction,celf,2010,19915977,19915977,,26254276
1833,EPYC,aapp,AFFECTS,C0017982,glycosylation,npop,2010,20007322,20007322,,24184974
1855|8215,DVL1|DVL1P1,gngm,AFFECTS,C0014139,Endocytosis,celf,2010,20006983,20006983,,24006191
1855|8215,DVL1|DVL1P1,gngm,AFFECTS,C0026046,Microtubules,celc,2010,20006983,20006983,,24006054
187,APLNR,gngm,AFFECTS,C0232164,Cardiac function,ortf,2010,19904215,19904215,,19711145
1909,EDNRA,gngm,AFFECTS,C0919532,Genomic Instability,comd,2010,20012583,20012583,,27190444
1983|1984,EIF5|EIF5A,gngm,AFFECTS,C1326912,Tumorigenesis,neop,2010,19998337,19998337,,19313676
1994,ELAVL1,gngm,AFFECTS,C0007634,Cells,cell,2010,19917608,19917608,,27146103
1994,ELAVL1,gngm,AFFECTS,C0162638,Apoptosis,celf,2010,20001965,20001965,,20981975
2000|4210,ELF4|MEFV,gngm,AFFECTS,C0040624,Trans-Activation (Genetics),genf,2010,19935709,19935709,,18922273
200933,FBXO45,gngm,AFFECTS,C0678903,Neuronal Transmission,celf,2010,19996097,19996097,,7214551
2048|5594,EPHB2|MAPK1,gngm,AFFECTS,C0027651,Neoplasm,neop,2010,19935717,19935717,,18933444
2048|5594,EPHB2|MAPK1,gngm,AFFECTS,C0031715,Phosphorylation,moft,2010,20007706,20007706,,24516672
2048|5594,EPHB2|MAPK1,gngm,AFFECTS,C0597304,Proteolysis,moft,2010,19946123,19946123,,24830130
2050,EPHB4,gngm,AFFECTS,C0029408,Degenerative polyarthritis,dsyn,2010,19950019,19950019,,27093157
2050,EPHB4,gngm,AFFECTS,C1159974,osteoblast differentiation,celf,2010,19950015,19950015,,27090285
2053,EPHX2,gngm,AFFECTS,C0042401,Vasodilation,phsf,2010,19969453,19969453,,3084907
2081,ERN1,gngm,AFFECTS,C0149784,biological adaptation to stress,phsf,2010,20013084,20013084,,27550919
2108,ETFA,gngm,AFFECTS,C1159442,sporulation,celf,2010,19968785,19968785,,2510306
221937,FOXK1,gngm,AFFECTS,C1326120,cell activation,celf,2010,20013826,20013826,,28001628
2277,VEGFD,gngm,AFFECTS,C0014260,"Endothelium, Lymphatic",tisu,2010,20006475,20006475,,23656812
22882,ZHX2,aapp,AFFECTS,C0013140,Drought,npop,2010,20007444,20007444,,24296282
22999,RIMS1,gngm,AFFECTS,C0040649,"Transcription, Genetic",genf,2010,20015061,20015061,,28622897
23038,WDTC1,aapp,AFFECTS,C0020291,Hydrolysis,npop,2010,19968974,19968974,,2672457
23038,WDTC1,gngm,AFFECTS,C0035203,Respiration,phsf,2010,20007521,20007521,,24375524
23410,SIRT3,gngm,AFFECTS,C0001038,Acetylation,moft,2010,20000467,20000467,,20162110
23410,SIRT3,gngm,AFFECTS,C1151757,fumarate reductase activity,moft,2010,20000467,20000467,,20160703
23410,SIRT3,gngm,AFFECTS,C1511737,Deacetylation,moft,2010,20000467,20000467,,20160895
23411,SIRT1,gngm,AFFECTS,C0031845,Physiological Processes,phsf,2010,19996381,19996381,,7411642
23411,SIRT1,gngm,AFFECTS,C0920563,insulin sensitivity,patf,2010,19996381,19996381,,7411642
23411,SIRT1,gngm,AFFECTS,C1155266,Inflammatory Response,patf,2010,19996381,19996381,,7413083
23411,SIRT1,gngm,AFFECTS,C1511737,Deacetylation,moft,2010,19914676,19914676,,25493338
23411,SIRT1,gngm,AFFECTS,C1523924,cellular metabolism,celf,2010,19945548,19945548,,24523818
23435,TARDBP,aapp,AFFECTS,C0751072,Frontotemporal Lobar Degeneration,mobd,2010,19946779,19946779,,25241194
23435,TARDBP,gngm,AFFECTS,C1148846,RNA Binding,genf,2010,19910924,19910924,,23192164
23446,SLC44A1,gngm,AFFECTS,C0597252,plant growth/development,orgf,2010,20007445,20007445,,24298628
23530,NNT,gngm,AFFECTS,C1256369,insulin secretion,celf,2010,19906813,19906813,,20997060
23576,DDAH1,gngm,AFFECTS,C0232804,Renal function,ortf,2010,20010544,20010544,,26065431
2551|4780,GABPA|NFE2L2,gngm,AFFECTS,C0004366,Autoimmune Response,patf,2010,19910389,19910389,,22880282
2551|4780,GABPA|NFE2L2,aapp,AFFECTS,C0014072,Experimental Autoimmune Encephalomyelitis,emod,2010,19910389,19910389,,22879250
2551|4780,GABPA|NFE2L2,gngm,AFFECTS,C0014653,Equilibrium,orgf,2010,19908287,19908287,,21858836
2551|4780,GABPA|NFE2L2,gngm,AFFECTS,C0596402,cytotoxicity,comd,2010,20006579,20006579,,23724933
2551|4780,GABPA|NFE2L2,gngm,AFFECTS,C0699748,Pathogenesis,patf,2010,19910389,19910389,,22880633
255743,NPNT,gngm,AFFECTS,C0042834,Vital capacity,ortf,2010,20010835,20010835,,26174792
260436,FDCSP,gngm,AFFECTS,C1326912,Tumorigenesis,neop,2010,19936789,19936789,,19528059
27161,AGO2,gngm,AFFECTS,C1158726,mRNA cleavage,genf,2010,19948766,19948766,,26286129
27161,AGO2,gngm,AFFECTS,C1330957,Cytokinesis of the fertilized ovum,celf,2010,19917641,19917641,,27173126
27347,STK39,gngm,AFFECTS,C0162585,Ion Transport,celf,2010,20006650,20006650,,23787592
27347,STK39,gngm,AFFECTS,C0678903,Neuronal Transmission,celf,2010,20006650,20006650,,23786734
27347,STK39,gngm,AFFECTS,C0683212,CNS function,ortf,2010,20006650,20006650,,23787592
2745,GLRX,gngm,AFFECTS,C1156287,cell redox homeostasis,celf,2010,20006670,20006670,,23806592
283078,MKX,gngm,AFFECTS,C0006104,Brain,bpoc,2010,20014404,20014404,,28292279
283078,MKX,gngm,AFFECTS,C0080322,Branchial arch structure,emst,2010,20014404,20014404,,28292279
2865,FFAR3,gngm,AFFECTS,C0014653,Equilibrium,orgf,2010,23148161,23148161,,21095500
2867,FFAR2,gngm,AFFECTS,C0014653,Equilibrium,orgf,2010,23148161,23148161,,21095500
29128,UHRF1,gngm,AFFECTS,C0376452,DNA Methylation,genf,2010,19943104,19943104,,23084948
29914,UBIAD1,gngm,AFFECTS,C0037083,Signal Transduction,celf,2010,23119142,23119142,,22273065
30816|100616444|100775105|110006328,ERVW-1|ERVK-20|ERVK-18|ERVK-32,gngm,AFFECTS,C0162638,Apoptosis,celf,2010,19913863,19913863,,25003028
3177,SLC29A2,gngm,AFFECTS,C0872079,Protein-Protein Interaction,moft,2010,19903324,19903324,,19207832
324,APC,gngm,AFFECTS,C0008508,Chorionic villi,emst,2010,20007506,20007506,,24357878
328,APEX1,gngm,AFFECTS,C0017263,Gene Expression Regulation,genf,2010,20007290,20007290,,24164983
328,APEX1,gngm,AFFECTS,C0597230,photoprotection,orgf,2010,20007290,20007290,,24164983
3336,HSPE1,aapp,AFFECTS,C0013936,Embryonic Development,ortf,2010,19913561,19913561,,24808507
3429|5715|10534|10671|51014,IFI27|PSMD9|SSSCA1|DCTN6|TMED7,gngm,AFFECTS,C0242732,Tropism,phsf,2010,24926323,24926323,,24171168
3429|5715|10534|10671|51014,IFI27|PSMD9|SSSCA1|DCTN6|TMED7,gngm,AFFECTS,C1155872,Cell Cycle Regulation,celf,2010,19952944,19952944,,28573191
3429|5715|10534|10671|51014,IFI27|PSMD9|SSSCA1|DCTN6|TMED7,gngm,AFFECTS,C1518440,Nuclear Translocation,moft,2010,19940121,19940121,,21384614
3434|5700|8999|55297,IFIT1|PSMC1|CDKL2|CCDC91,gngm,AFFECTS,C1155065,T-Cell Activation,celf,2010,20007709,20007709,,24520833
345611,IRGM,gngm,AFFECTS,C1510470,Motility,orgf,2010,19920210,19920210,,28530285
3497,IGHE,gngm,AFFECTS,C0002792,Anaphylaxis,patf,2010,20002662,20002662,,21397922
3497,IGHE,gngm,AFFECTS,C0012634,Disease,dsyn,2010,19914211,19914211,,25204963
3497,IGHE,gngm,AFFECTS,C0020517,Hypersensitivity,patf,2010,19937605,19937605,,20045102
3497,IGHE,gngm,AFFECTS,C1457887,Symptoms,sosy,2010,19912153,19912153,,23732572
353497,POLN,gngm,AFFECTS,C0043240,Wound Healing,orgf,2010,19995904,19995904,,7085853
353497,POLN,gngm,AFFECTS,C0599773,Homologous Recombination,genf,2010,19995904,19995904,,7086045
355,FAS,gngm,AFFECTS,C0007587,Cell Death,celf,2010,19937732,19937732,,20108152
355,FAS,gngm,AFFECTS,C1153488,apoptogenic cytochrome c release channel activity,moft,2010,19937732,19937732,,20108152
3620,IDO1,aapp,AFFECTS,C0030012,Oxidation-Reduction,npop,2010,20000778,20000778,,20356820
376497,SLC27A1,gngm,AFFECTS,C0596564,fatty acid transport,celf,2010,19913517,19913517,,24765237
3777|9356,KCNK3|SLC22A6,gngm,AFFECTS,C0020885,ileum,bpoc,2010,20013813,20013813,,27989826
3796,KIF2A,gngm,AFFECTS,C0153381,Malignant neoplasm of mouth,neop,2010,20005768,20005768,,23243590
3815,KIT,aapp,AFFECTS,C0007595,Cell Growth,celf,2010,19940466,19940466,,21633191
3815,KIT,aapp,AFFECTS,C0302600,Angiogenesis,ortf,2010,19940466,19940466,,21633191
390,RND3,gngm,AFFECTS,C0814002,Neural Development,orgf,2010,19968760,19968760,,2488298
4000,LMNA,gngm,AFFECTS,C0340515,Myocardial dysfunction,patf,2010,19913544,19913544,,24790627
4038|26020,LRP4|LRP10,gngm,AFFECTS,C0031843,physiological aspects,phsf,2010,20005200,20005200,,22838129
4040,LRP6,gngm,AFFECTS,C0012634,Disease,dsyn,2010,19945460,19945460,,24449181
4040,LRP6,gngm,AFFECTS,C0037083,Signal Transduction,celf,2010,19945460,19945460,,24449407
4041,LRP5,gngm,AFFECTS,C0005974,Bone Resorption,ortf,2010,23926379,23926379,,24220966
4041,LRP5,gngm,AFFECTS,C0029433,Osteogenesis,ortf,2010,23926379,23926379,,24221377
412|29108,STS|PYCARD,gngm,AFFECTS,C0586827,Skeletal tissue,tisu,2010,19941457,19941457,,22149940
4137,MAPT,gngm,AFFECTS,C0699748,Pathogenesis,patf,2010,19967412,19967412,,1472065
4154,MBNL1,gngm,AFFECTS,C0013936,Embryonic Development,ortf,2010,20009516,20009516,,25650377
4189,DNAJB9,gngm,AFFECTS,C0007634,Cells,cell,2010,20008963,20008963,,25332578
4217,MAP3K5,gngm,AFFECTS,C0031715,Phosphorylation,moft,2010,19935702,19935702,,18913595
4217,MAP3K5,gngm,AFFECTS,C0700630,Neurophysiology - biologic function,phsf,2010,20006657,20006657,,23791705
4232,MEST,gngm,AFFECTS,C1160340,brain development,ortf,2010,19998061,19998061,,19232415
4286,MITF,aapp,AFFECTS,C1519755,Ultraviolet B Radiation,npop,2010,19937254,19937254,,19821136
4498|54892,MT1JP|NCAPG2,gngm,AFFECTS,C0037083,Signal Transduction,celf,2010,19944079,19944079,,23614827
4522,MTHFD1,aapp,AFFECTS,C0427184,No incoordination,fndg,2010,19948730,19948730,,26260962
4615,MYD88,gngm,AFFECTS,C0600688,Toxic effect,inpo,2010,19903519,19903519,,19344937
4654,MYOD1,gngm,AFFECTS,C0596997,Myogenesis,ortf,2010,20005263,20005263,,22900689
4760|10383,NEUROD1|TUBB4B,aapp,AFFECTS,C0035298,Retina,bpoc,2010,19907020,19907020,,21205854
4760|10383,NEUROD1|TUBB4B,gngm,AFFECTS,C0178679,Histogenesis,ortf,2010,19907020,19907020,,21205662
4760|10383,NEUROD1|TUBB4B,aapp,AFFECTS,C1135598,postnatal development,orgf,2010,19907020,19907020,,21206088
4804,NGFR,gngm,AFFECTS,C0037083,Signal Transduction,celf,2010,19945432,19945432,,24417642
4860,PNP,gngm,AFFECTS,C0042755,Virilism,sosy,2010,19996552,19996552,,7529533
4863,NPAT,gngm,AFFECTS,C0040649,"Transcription, Genetic",genf,2010,19915611,19915611,,26008554
4899,NRF1,gngm,AFFECTS,C0040624,Trans-Activation (Genetics),genf,2010,24281119,24281119,,22572642
4952,OCRL,aapp,AFFECTS,C0005495,Biogenesis,npop,2010,19940034,19940034,,21286615
4986,OPRK1,aapp,AFFECTS,C0927232,Neuraxis,bdsy,2010,19917675,19917675,,27194698
4986,OPRK1,gngm,AFFECTS,C1373178,Hepatic Metabolism,ortf,2010,19917675,19917675,,27194995
4986,OPRK1,gngm,AFFECTS,C1514758,Receptor Activation,celf,2010,19917675,19917675,,27194995
5024,P2RX3,aapp,AFFECTS,C0020429,Hyperalgesia,fndg,2010,19968976,19968976,,2673416
5027,P2RX7,gngm,AFFECTS,C0023418,leukemia,neop,2010,19919827,19919827,,28298189
